Data,Ostatnio,Otwarcie,Max.,Min.,Wol.,Zmiana%
02.08.2017,"2.366,06","2.387,69","2.397,40","2.363,84","23,66M","-0,85%"
01.08.2017,"2.386,40","2.377,03","2.387,16","2.366,02","21,99M","0,52%"
31.07.2017,"2.374,17","2.357,45","2.388,25","2.356,82","27,54M","0,58%"
28.07.2017,"2.360,42","2.344,85","2.360,83","2.331,71","23,28M","0,40%"
27.07.2017,"2.350,91","2.361,54","2.363,85","2.343,57","19,42M","-0,40%"
26.07.2017,"2.360,26","2.344,28","2.363,74","2.344,28","16,09M","0,81%"
25.07.2017,"2.341,36","2.337,80","2.346,12","2.328,87","25,05M","0,29%"
24.07.2017,"2.334,69","2.344,63","2.345,94","2.329,49","13,87M","-0,36%"
21.07.2017,"2.343,10","2.356,90","2.370,28","2.342,42","20,64M","-0,65%"
20.07.2017,"2.358,50","2.375,73","2.387,10","2.357,35","24,81M","-0,67%"
19.07.2017,"2.374,31","2.364,00","2.378,42","2.362,34","22,26M","0,57%"
18.07.2017,"2.360,75","2.367,99","2.381,08","2.355,40","18,68M","-0,48%"
17.07.2017,"2.372,17","2.353,46","2.379,20","2.353,46","18,29M","0,92%"
14.07.2017,"2.350,43","2.349,47","2.351,05","2.333,11","20,60M","-0,02%"
13.07.2017,"2.350,83","2.335,49","2.350,83","2.333,08","32,08M","0,40%"
12.07.2017,"2.341,54","2.297,08","2.343,27","2.297,08","30,80M","1,91%"
11.07.2017,"2.297,73","2.303,48","2.312,57","2.294,20","17,64M","-0,13%"
10.07.2017,"2.300,66","2.305,52","2.316,01","2.290,47","13,26M","0,21%"
07.07.2017,"2.295,82","2.299,26","2.306,23","2.290,98","13,06M","-0,21%"
06.07.2017,"2.300,74","2.309,29","2.323,94","2.288,76","13,31M","-0,29%"
05.07.2017,"2.307,49","2.298,75","2.307,87","2.294,14","19,00M","0,58%"
04.07.2017,"2.294,27","2.317,64","2.317,64","2.293,08","12,07M","-1,27%"
03.07.2017,"2.323,74","2.305,25","2.323,74","2.301,55","10,84M","1,04%"
30.06.2017,"2.299,80","2.324,71","2.329,24","2.297,08","20,12M","-1,26%"
29.06.2017,"2.329,26","2.334,50","2.350,41","2.315,39","15,56M","0,07%"
28.06.2017,"2.327,68","2.343,41","2.343,41","2.322,38","18,70M","-0,74%"
27.06.2017,"2.345,05","2.334,82","2.355,53","2.332,27","23,10M","0,31%"
26.06.2017,"2.337,69","2.313,84","2.351,61","2.313,84","16,79M","1,44%"
23.06.2017,"2.304,48","2.305,70","2.317,13","2.302,88","21,77M","-0,16%"
22.06.2017,"2.308,16","2.313,60","2.323,43","2.300,68","18,95M","-0,47%"
21.06.2017,"2.319,13","2.295,92","2.319,13","2.280,63","28,21M","0,71%"
20.06.2017,"2.302,83","2.327,84","2.327,84","2.297,65","19,69M","-1,35%"
19.06.2017,"2.334,27","2.312,63","2.337,06","2.312,63","26,72M","1,29%"
16.06.2017,"2.304,50","2.293,17","2.315,37","2.290,96","35,24M","0,37%"
14.06.2017,"2.295,99","2.301,42","2.311,02","2.288,64","23,32M","-0,28%"
13.06.2017,"2.302,41","2.297,30","2.310,42","2.284,71","16,78M","0,32%"
12.06.2017,"2.295,01","2.329,90","2.329,90","2.288,64","16,47M","-1,53%"
09.06.2017,"2.330,72","2.339,71","2.355,79","2.330,72","20,80M","-0,41%"
08.06.2017,"2.340,23","2.310,69","2.343,56","2.300,75","24,47M","1,37%"
07.06.2017,"2.308,64","2.308,36","2.328,34","2.305,34","27,35M","0,22%"
06.06.2017,"2.303,68","2.270,87","2.307,50","2.257,98","19,90M","1,22%"
05.06.2017,"2.276,01","2.301,67","2.302,40","2.271,97","16,07M","-1,18%"
02.06.2017,"2.303,21","2.292,38","2.303,21","2.289,42","19,61M","1,10%"
01.06.2017,"2.278,26","2.283,62","2.289,82","2.267,37","25,96M","-0,13%"
31.05.2017,"2.281,18","2.292,96","2.317,62","2.277,06","49,62M","-0,48%"
30.05.2017,"2.292,27","2.315,74","2.315,74","2.286,41","17,73M","-1,35%"
29.05.2017,"2.323,58","2.326,69","2.331,27","2.314,70","6,71M","-0,12%"
26.05.2017,"2.326,28","2.353,12","2.354,58","2.326,28","16,85M","-1,36%"
25.05.2017,"2.358,41","2.339,54","2.363,03","2.339,54","31,90M","1,44%"
24.05.2017,"2.324,99","2.305,98","2.324,99","2.292,01","23,59M","0,74%"
23.05.2017,"2.307,84","2.339,18","2.342,23","2.305,86","18,97M","-1,51%"
22.05.2017,"2.343,13","2.336,02","2.346,84","2.304,80","20,46M","0,62%"
19.05.2017,"2.328,70","2.297,16","2.334,82","2.292,35","21,63M","1,46%"
18.05.2017,"2.295,14","2.299,09","2.311,20","2.263,06","22,98M","-0,31%"
17.05.2017,"2.302,21","2.330,87","2.337,51","2.301,12","28,73M","-1,63%"
16.05.2017,"2.340,34","2.375,63","2.380,39","2.323,57","23,04M","-1,55%"
15.05.2017,"2.377,15","2.378,39","2.388,70","2.361,82","16,60M","0,37%"
12.05.2017,"2.368,50","2.367,93","2.374,62","2.358,91","28,75M","0,15%"
11.05.2017,"2.364,93","2.381,66","2.408,99","2.361,00","34,95M","-0,64%"
10.05.2017,"2.380,25","2.409,88","2.419,08","2.375,44","23,43M","-1,38%"
09.05.2017,"2.413,53","2.378,66","2.414,73","2.376,17","23,81M","1,66%"
08.05.2017,"2.374,23","2.389,80","2.394,29","2.360,64","19,66M","-0,33%"
05.05.2017,"2.382,17","2.367,91","2.385,44","2.349,24","26,51M","0,05%"
04.05.2017,"2.381,00","2.395,19","2.422,31","2.365,66","39,73M","-0,46%"
02.05.2017,"2.392,09","2.381,68","2.398,73","2.381,68","19,79M","0,64%"
28.04.2017,"2.376,87","2.384,53","2.399,24","2.368,94","27,64M","-0,25%"
27.04.2017,"2.382,78","2.378,56","2.393,45","2.371,98","26,21M","-0,05%"
26.04.2017,"2.383,97","2.354,17","2.387,66","2.342,28","30,80M","1,31%"
25.04.2017,"2.353,17","2.300,42","2.353,17","2.300,42","25,37M","2,45%"
24.04.2017,"2.296,90","2.283,16","2.304,25","2.283,16","19,95M","1,45%"
21.04.2017,"2.264,07","2.287,86","2.300,71","2.259,11","25,88M","-0,95%"
20.04.2017,"2.285,82","2.273,77","2.291,55","2.267,55","27,11M","0,49%"
19.04.2017,"2.274,69","2.243,91","2.276,46","2.243,38","29,98M","1,67%"
18.04.2017,"2.237,36","2.237,96","2.259,53","2.231,06","25,38M","0,17%"
13.04.2017,"2.233,63","2.216,92","2.238,09","2.214,26","21,12M","0,88%"
12.04.2017,"2.214,06","2.223,29","2.238,45","2.212,60","22,53M","-0,35%"
11.04.2017,"2.221,82","2.241,61","2.253,02","2.206,89","23,44M","-0,99%"
10.04.2017,"2.244,02","2.250,93","2.255,25","2.243,26","12,88M","-0,19%"
07.04.2017,"2.248,33","2.250,06","2.255,72","2.233,49","17,34M","-0,27%"
06.04.2017,"2.254,47","2.243,86","2.254,47","2.228,48","16,51M","0,04%"
05.04.2017,"2.253,64","2.238,79","2.262,18","2.237,34","19,89M","0,64%"
04.04.2017,"2.239,30","2.215,65","2.245,98","2.212,81","16,06M","0,87%"
03.04.2017,"2.219,88","2.188,57","2.223,94","2.188,57","15,15M","2,02%"
31.03.2017,"2.175,96","2.203,46","2.206,23","2.175,96","25,58M","-1,50%"
30.03.2017,"2.209,10","2.218,61","2.221,62","2.187,93","22,10M","-0,24%"
29.03.2017,"2.214,45","2.235,73","2.246,31","2.202,80","22,06M","-0,49%"
28.03.2017,"2.225,41","2.209,06","2.225,41","2.208,01","20,40M","1,07%"
27.03.2017,"2.201,88","2.215,30","2.215,30","2.189,23","15,55M","-1,47%"
24.03.2017,"2.234,82","2.235,16","2.245,11","2.222,71","14,35M","-0,02%"
23.03.2017,"2.235,33","2.216,35","2.236,92","2.213,96","24,46M","0,52%"
22.03.2017,"2.223,84","2.230,81","2.230,81","2.204,96","25,58M","-1,28%"
21.03.2017,"2.252,57","2.280,19","2.301,34","2.243,34","25,94M","-1,27%"
20.03.2017,"2.281,45","2.294,85","2.295,07","2.265,28","16,58M","-0,68%"
17.03.2017,"2.296,97","2.285,74","2.308,92","2.284,23","62,88M","0,58%"
16.03.2017,"2.283,70","2.246,85","2.285,17","2.246,85","30,88M","2,41%"
15.03.2017,"2.229,87","2.244,71","2.246,33","2.228,72","26,09M","-0,38%"
14.03.2017,"2.238,38","2.242,95","2.249,26","2.228,74","35,07M","-0,19%"
13.03.2017,"2.242,55","2.200,20","2.242,55","2.200,20","21,40M","1,93%"
10.03.2017,"2.200,03","2.195,42","2.224,01","2.195,42","24,59M","0,47%"
09.03.2017,"2.189,66","2.215,88","2.215,88","2.167,04","33,50M","-1,07%"
08.03.2017,"2.213,24","2.196,62","2.216,67","2.196,62","24,39M","0,56%"
07.03.2017,"2.200,98","2.212,81","2.217,31","2.198,21","27,29M","-0,74%"
06.03.2017,"2.217,41","2.232,66","2.240,03","2.211,05","23,45M","-0,70%"
03.03.2017,"2.232,98","2.244,31","2.248,09","2.228,38","35,07M","-0,95%"
02.03.2017,"2.254,51","2.256,56","2.269,47","2.241,45","38,92M","0,02%"
01.03.2017,"2.253,96","2.195,25","2.259,60","2.195,25","33,22M","2,86%"
28.02.2017,"2.191,25","2.214,22","2.216,98","2.187,79","32,15M","-0,86%"
27.02.2017,"2.210,26","2.212,87","2.223,76","2.199,40","18,27M","-0,08%"
24.02.2017,"2.212,04","2.252,39","2.253,93","2.202,39","29,66M","-1,95%"
23.02.2017,"2.256,01","2.249,81","2.272,01","2.241,82","26,06M","0,22%"
